ph,Solids,Chloramines,Turbidity,Potability
8.129585513966727,27834.21769634046,9.00600774687328,3.3625371351987914,0
9.56240594378952,13041.829140394102,5.820655207859319,3.7627198370300334,0
8.167792632308252,27141.36290294348,7.262416638654269,4.289395484098247,0
6.825467900630395,44831.86987314956,6.137757462086741,3.027449578045163,0
7.861177700998561,25145.02412478556,7.923315374812149,4.157656628375073,0
4.965773559644967,21802.74489792894,6.250578031106523,3.4217668494012576,0
6.207432967614718,13442.603471136694,5.819022939611381,3.549298841293145,0
9.76925100608684,8471.67738143048,8.349709766709022,4.636556195256859,0
9.630665479903348,23641.70256530387,6.925706079789448,4.920091157959163,0
7.633570087677555,16312.154973975048,9.900546897053909,2.927066766886376,0
5.771199049813688,24909.44400956197,6.531261269813094,4.688959065495114,0
6.579969329401555,17657.08417649328,4.506293474405815,4.575931871590866,0
4.80115436807586,13556.734397114704,8.977286380775292,4.418638131667752,0
6.906992171811655,19991.23914904896,7.302351651289456,2.124759352216301,0
7.726134807902507,21667.86874132637,6.313181872058335,3.72063690445242,0
8.927078148301744,22821.254376566587,8.54973827385147,4.60186095914794,0
6.208015539719022,17358.796365042126,8.21493885317026,4.334615732320451,0
6.128425635295917,9615.832709692548,7.62791913004187,4.633823861920798,0
7.308048848275572,14600.539521891906,8.105802881560642,3.696119711501417,0
8.640886408909486,26473.71323896156,6.967094561617943,5.2631015720413785,0
8.153210075272153,10280.92949674048,5.828357794463706,2.905788134056523,0
8.293720110388866,35216.385970173644,6.440999765643898,3.954715282670768,0
7.83097634338162,7695.063934702985,4.8452054756401095,4.588784656948855,0
4.430281211546542,28862.257169818786,8.96137237710277,4.384565155637755,0
7.240739638887768,23783.09955637777,7.751285440069857,3.556297467154506,0
6.867301321799131,24112.15347052457,5.529942235981782,3.8235950398688825,0
6.129637014813746,30989.94841451828,8.830102319230392,4.615886181275908,0
7.917049443177883,27192.28056064627,9.220128211470378,3.659484624888592,0
6.511618075241813,29136.814623869737,7.685775096243834,4.850433707754168,0
5.32381558430839,37625.75267985834,8.879822933865775,2.8807218458729342,0
6.769572868656792,11067.181147840996,7.121263608584251,5.220540269610252,0
5.877974040440475,13652.293199392612,5.701659125426225,4.0322595038243865,0
6.340027628047595,44831.86987314956,5.809031561747345,3.6860013242472816,0
5.653506134793232,16462.460086163886,6.501596204518965,5.198985503613217,0
6.6260121840753055,25839.894103711547,7.658746878098305,4.194313129305396,0
7.793833572993554,18344.680360836188,7.567676884281859,4.172935335264329,0
7.362736501949787,16268.44860625852,5.317019274608898,4.408513182397498,0
9.32030544529501,16002.138319545113,4.405034532267237,4.20580973235456,0
3.719791644371925,23590.93212865605,7.683742220804051,2.7183977338802885,0
9.868877880662472,15326.855914122048,3.351597819645086,3.355489790912581,0
4.126528715100222,11215.945901592888,5.366011335667973,4.460200983755287,0
5.970035656942926,16324.115196182343,5.293918606634048,5.428674071623728,0
8.369154353699956,12975.9003341113,6.600853063787393,3.629749330548915,0
7.895469245942458,7769.616118841751,7.205262042399628,4.236947299515631,0
7.947485785725746,34440.77343351387,6.958283209737815,3.700853839705055,0
10.026159156427404,14962.177833160747,7.428313128360553,4.182277581713326,0
6.48819323961521,34864.42789348474,8.951692284573435,4.592073570820997,0
5.869736755337525,22244.218235890683,6.5977643395030885,4.689315047790611,0
5.304142660215901,25299.51155745438,6.28604310963364,4.165723663998691,0
7.0861684008433095,4304.492483085919,3.615890517202109,3.4165397533412,0
7.95776834399615,17162.398420975343,7.841541552765099,3.4507458924446017,0
8.875642278454443,28487.7085978243,5.318731980337871,4.006991558563305,0
6.613709117641848,25648.569496257434,7.22297155669755,3.539771111373992,0
7.735705021751655,16723.97724364579,7.675826174302703,2.1486115361452747,0
9.925041328429108,10704.6031822988,6.110019418331791,4.703803488576944,0
9.002583109651113,19523.12486468928,7.244753274494474,4.904837414733298,0
5.095766464935885,26307.29845475983,10.219804099110648,4.352193469514868,0
8.594677108362674,23220.120613390383,6.394463065325563,4.754072499317674,0
7.083779060507377,8580.245561280903,4.210284080582492,3.887680684530791,0
7.682872498072526,12105.721934269564,5.396716118190096,3.778606787628922,0
4.443238899143103,25008.53224756482,4.948814508726159,3.268324835835596,0
6.978664262373817,23114.446075687887,6.500825401623311,4.766943236072579,0
6.623613565745125,17167.301297022455,6.049600899198109,2.9151659507443948,0
3.664710561719395,28102.75662504674,5.682035301583484,3.3161576568421625,0
4.814135620889671,17650.405049112054,8.12108014749549,5.190851804612128,0
7.436782609345538,28544.61628698039,6.500052537164006,3.727663719207471,0
4.723312573250525,22833.192041516584,5.922450614186979,3.917586695104175,0
9.380658050788323,15156.78983399899,4.271544671064371,4.034349047158281,0
7.810144933196836,20418.88992581832,7.214895724180281,4.033773709343139,0
9.406325752898285,27948.58944543105,6.156110794077742,3.097277957477165,0
6.32125931522299,8532.139516959518,5.987876583564684,4.5014572038139855,0
6.581878201548969,37169.44440353849,8.11473101538499,4.201662864465836,0
6.755145901551625,18536.69864747702,8.757133178602194,5.162729749397485,0
9.445129837868656,13168.529155675998,9.44447108562294,3.8751652466165454,1
9.024845037417505,19859.67647580388,8.016422649173737,3.985250505743576,1
6.800119090315878,39143.40332881009,9.50169458771527,3.854939899721073,1
7.174135162807995,20401.1024614714,7.681806287243673,3.939895656598684,1
7.657991236998258,14245.78912129943,6.28906485943393,2.437296287559579,1
8.322986672402298,28049.646283166327,8.827061283189618,4.052135727552661,1
9.80272078232571,27357.456744580348,9.218150392671168,2.764633881427262,1
6.101955230748901,15976.926225079347,8.857160043515526,3.5355963295430235,1
4.997770601283687,26849.194735446832,6.130756541740465,3.4046329060198497,1
4.815766790717072,16392.135068872325,7.461170474153534,4.37522381127182,1
6.548020558130832,25508.38694882565,6.749377795488941,3.6118603716661046,1
6.618010905584669,19598.86073972567,4.70104934575262,4.437695749140042,1
7.788054732605206,29879.06014610585,6.998961533138952,3.3687572170739832,1
5.191834327140628,14866.103863221915,7.23869130092435,3.859800939300224,1
6.869638941459091,21728.821295296457,8.803174745405899,4.72670245351097,1
9.058628424072683,15737.46893784722,7.251978855273583,3.652134470079709,1
7.29188832527326,27784.04848396934,9.754475933171076,5.328712788466374,1
7.275908773683996,22644.766347518867,7.886854526878826,5.062297798479729,1
6.512737123980129,22475.046873480987,11.09608644703562,4.612963629350583,1
7.207886781343905,35804.29261340407,8.066059052365775,3.762741072399466,1
5.324941855611651,35344.658047005905,11.09608644703562,4.427137925692965,1
7.082300649174803,29846.719056712125,5.443386888459755,3.485577388223123,1
10.761897799889317,25999.953669432594,8.477393872457034,4.661798516052168,1
6.286806948436977,13777.37619108904,7.483257698182117,4.1048632751894125,1
9.79455869937693,20682.73174245486,9.390842592507877,2.9454187377034105,1
8.210443565143713,13933.085360107943,10.422841783337924,4.976055159693945,1
10.356118827208377,44831.86987314956,9.158703902851247,4.201849441297085,1
7.958984291884183,23625.813886131746,9.537735147164778,4.698007916123446,1
6.552847474374976,34006.42073313584,8.691206175159937,4.687986155246704,1
7.628552723143854,26244.036907954305,8.337610433523373,4.182057147919716,1
4.790840540243071,17862.3690025893,4.5545736271835455,3.258858945031528,1
7.710959938844849,6552.626314154267,5.389248620834634,4.288946820394494,1
8.291299005968142,20008.13495738684,8.76787503481929,3.4247019206523897,1
9.032660579144682,15618.170247930504,6.157490739246978,4.927218272272612,1
7.129424730462989,25840.578887671327,7.487823264368269,3.418610802866979,1
8.075494507899103,29483.601853899763,10.493840916586826,3.682919645453329,1
10.04967371845643,11557.032038390476,8.550572663151964,5.133477823277881,1
5.667650646643197,16953.89873630931,8.77430610207418,3.633213756490487,1
6.795469009842269,15300.838671098294,7.486598423987717,5.163088153779066,1
10.041027974912506,16266.434445278892,7.939074357822587,3.8075626058306695,1
7.296037733901175,36043.70663776605,5.196212760217538,4.168526117629012,1
5.862641232845869,44069.27215787578,4.382721317231579,5.507420939572829,1
7.29214180515922,33991.65156687047,9.511792391790864,4.466912564165001,1
7.821970940156012,23318.18797602001,9.08403988031659,3.532958335149624,1
11.015527436538386,39227.61945662096,8.517986143491289,3.309580397460676,1
9.161088612884836,26618.05963677565,6.105573328902787,4.888061137333914,1
7.798453676201213,32704.569285770576,11.0788724789145,4.107267203260775,1
5.564342490630351,11245.735766690404,7.212253930841305,2.2859878491983503,1
7.88659122732868,38852.029635921295,11.09608644703562,4.589983507854727,1
9.597191856878178,21153.322826848344,7.9444693087435,5.145152870605282,1
6.9642259425787305,29957.191215399744,7.675187645707463,3.9904375721644056,1
7.672909522943807,22989.351184203028,6.231913253120573,4.268227481536438,1
5.382489039471649,18189.394980182748,5.551990467549905,4.173330283253801,1
7.022952113429302,15978.355249095192,10.95620545551429,4.971907098518464,1
10.026223807942117,25510.09729821465,6.61411403077891,3.736228470573536,1
5.500186640904189,21082.85204428116,8.369354097772296,4.178478951476263,1
7.54370046605691,19116.01208412308,8.493406748544633,3.630536578397464,1
6.848331559049443,12837.506062969442,5.164448054837886,4.396604556065476,1
5.9102517293372046,15244.846394587465,6.636550648923896,3.660922907594773,1
9.567822726280443,38787.46270509904,5.149999932263159,4.197919054995084,1
4.296247023728075,19672.48721317725,4.955218159094366,4.16332898150423,1
8.52966934763357,18203.730028658225,8.926826327180082,3.776040837433535,1
8.065339036104211,21366.283597986225,7.490944013599902,3.75639170748219,1
9.158445163262003,15797.030395803244,8.151080662487415,4.525236730798256,1
8.848586282929045,32033.332018857272,11.09608644703562,4.014681857976119,1
9.495456381941786,18088.354849646388,7.52737530907068,4.168541279325788,1
8.052893916459475,9025.07935959796,7.217787957548947,3.6348445415750232,1
6.425873866275697,11965.396508460652,7.571122584488707,3.731936502753873,1
7.757269665668284,25259.780548961884,7.635152992155966,4.165432285611471,1
5.117390302624234,30914.111579007564,6.207729477942272,3.9371884418353353,1
7.481535362094441,12088.41645033494,4.870660378027012,4.262065436945668,1
7.063646975622253,17941.811255910274,6.275304600259224,3.395866240165589,1
6.87645104288265,21979.031670782228,5.630557592180706,4.54534092739007,1
4.812433652167467,11465.575643229397,4.362641197928316,3.020995900341481,1
4.78886106249815,28174.620516250765,10.850036483517218,2.8968521864425583,1
6.505872509363588,29534.690291753457,6.775277154369163,4.497528596739858,1
5.628406919430697,28334.49193746651,8.012496989065786,5.050683115260018,1
5.966000488790355,17350.05853092619,4.466577191045226,4.177139265761123,1
6.3194315449597305,36278.71830879708,9.960552065163297,2.6531266883388063,1
5.991283475366895,29983.116007036537,7.3838186809894655,4.840562301475423,1
10.272444272154384,18894.852393690708,10.068205367364207,3.179884727399671,1
6.105140135043556,44831.86987314956,7.369360303120931,3.1030898440692822,1
9.443358884146123,20438.2246900842,8.024953110998103,3.4866464085132063,1
6.887414371129534,29189.13672090755,10.514466037259698,4.564188355184362,1
6.512900833266178,25151.41157350047,4.613310782608283,4.404040364778451,1
5.772718094851822,26124.93141464389,8.63071896535268,6.091233163793407,1
9.73956194896991,13623.160062865045,7.23592175948416,2.568079876725237,1
5.5419790193089264,20143.06526175514,10.236175974570024,3.6729759831771327,1
6.448931033409073,13979.165723295524,9.077984756164897,3.6221955223639024,1
8.544708661673045,31429.37902924875,7.555029709998242,2.3181524802481963,1
6.664003050003359,15902.945275663673,5.257789016285808,2.227727884059556,1
8.736371210915214,24283.658791140977,8.85554447353044,3.802116117316719,1
7.146976296126542,16911.20377300041,6.890505480307937,4.025762215893221,1
5.040331692395899,25653.690231044748,5.929307621591023,3.603325615207352,1
6.259651602740059,37356.74640137827,8.56548727319319,4.213405262223435,1
5.767349596865663,15417.932834388865,7.728859875071584,3.896090487367949,1
7.0889406421502255,13839.713425986323,8.08824196976233,5.661104287047449,1
8.029181612754343,19663.46942804372,8.433448388281507,4.388551011831945,1
4.72578556493077,20834.294278345147,5.03601005290663,3.156331419586468,1
8.195765359895596,10389.542537940964,6.2954050221532505,3.218709224251616,1
6.4437536684450585,25740.412590741085,3.1462213405647077,4.498684931428612,1
7.039094321089831,28827.36018562907,4.945555199305746,4.366031350632882,1
6.945224092344811,36438.31087570425,5.55166044710827,4.823082013933822,0
5.742110407437118,26831.610410687943,6.202721182268095,3.323069563743198,0
5.596627849736466,17925.352120318876,8.435470110486323,5.235111120685716,0
7.350378986684694,26736.08556736884,10.41658888057755,3.663922183923016,0
6.262798867453871,31414.525805340723,4.528076190732979,4.0125175583490025,0
9.927023723224528,19666.99279150528,8.008618310012316,4.051733473083127,0
4.961352728384606,22229.230089547444,9.922077892734912,3.902837833888625,0
6.4570975247378914,18340.04680554661,8.832137591649273,2.637364885184688,0
6.53936951037342,21230.431409205084,6.485594270819234,4.527364378116469,0
6.252410004649734,23920.25477822358,7.018164992223185,2.722908160538052,0
7.967344823111111,19384.03743152532,9.86823789169532,4.069358772118035,0
7.60952119012474,40879.78957260728,7.030699301374778,3.145842902755236,0
6.887863943894864,19947.924178410107,7.488703142936128,5.454487652366452,0
9.879071257570804,14673.670669338468,6.24024762050264,4.218831154474738,0
7.638761770450097,18308.50267385409,6.5480978205934415,4.496626599284417,0
6.961891686003921,31101.684276906355,3.692065358403253,3.4467284598639263,0
8.060609623630814,15489.325660001314,5.620298799083457,3.6009056695460324,0
7.240271791102996,23432.96269427995,5.9278681269137286,3.832597166985505,0
7.486779708528253,25396.01178237689,4.960558357925921,5.048833995025392,0
8.410460642866257,27554.34526324007,5.68171619688383,2.977359946090722,0
6.143921454143699,29072.16965421457,11.09608644703562,3.476213303592504,0
6.3848240094579065,39960.298950886354,6.697657120584026,4.144998517816148,0
9.46266601699853,12224.624603764092,3.1462213405647077,2.850183765643185,0
5.873157137066786,21910.763569830207,9.752878651924869,5.120887964619865,0
7.858662778844826,26703.853473458294,6.509065394637483,3.42247052094365,0
6.728004385653386,22888.788064695444,7.663987986322337,4.410697353226663,0
9.112786250314787,20868.627979306973,6.962789991381202,4.567087633865015,0
8.07980835815327,12677.84149561641,7.295211586223173,3.6110574411161216,0
7.078659419377965,26177.78950840208,3.914353183720874,3.696640140724124,0
8.043889299098865,8896.195118425881,7.837861188542399,3.1599493699500583,0
7.040244978430556,20988.429409692693,6.422359010887423,3.993409763685828,0
5.483974108801343,21144.975257847105,7.607610852809875,4.063613621049694,0
8.534406879569957,22372.303266771247,3.1462213405647077,2.5447337011519235,0
7.26659453474728,14859.059660678646,8.261778152453603,3.357439470656984,0
7.240351005742477,14462.674308376983,6.737176049704408,3.782971899999771,0
8.692115322047213,2552.962803650125,9.202633941435824,2.283475159435164,0
8.639540977998708,7013.211786707304,8.4516010448867,4.192932215458884,0
7.179864148534108,10859.55375155814,8.263503442433247,3.878447313763328,0
7.163999222574383,34226.072126574334,9.412034556261546,3.3543222667273684,0
6.35311030182946,18409.037315470432,3.723776180465787,2.856175486931272,0
6.681553567542745,26132.21181192403,6.30445910663101,2.9567480753018724,0
5.44532598066911,28001.11817880314,7.208945954961548,3.946989523134861,0
7.539881892843843,21575.245220759803,7.442998712138735,4.531593669500014,0
4.370476580258797,29542.338165335543,8.117114132677262,4.64938203413864,0
10.316400384553162,10676.508475429378,3.445514571005745,3.4073494284238364,0
6.599593818953803,21078.88716644148,6.23423148205243,4.702310752770497,0
7.920794564373236,13454.634777245552,6.947895137367302,3.3743265226271983,0
8.237142633897012,20015.39810593454,8.385216673487097,4.93910944137509,0
4.775983438506525,19185.79187714887,4.942929900651313,4.382161618971923,0
5.903465715091598,25394.104720299747,7.692154202402315,4.5870867193147005,0
7.705711006313976,18476.619165976248,8.226228135087709,3.8619560774085047,0
7.815121777828159,20229.10815026317,9.186893055149625,3.096163272201657,0
6.139743031734375,23894.13600961513,9.49458169766203,3.841221573687875,0
5.041405027891031,17342.3140789379,7.842974787706206,4.543685761333924,0
8.675192691679182,15049.584198812629,8.630380615158643,4.978575359632432,0
7.689358003612376,30253.851102579432,6.269309000717355,4.978556094767624,0
5.6717623259348064,17527.716725719834,5.314759315288798,3.268693506763812,0
6.624806427804383,21443.264748755573,5.980401833086066,2.8409107556338893,0
6.541007699013848,29616.492869322887,7.108628055021516,2.355934229271096,0
6.340809022225877,15288.213773747357,7.599751702318177,5.458609690232223,0
5.980357226763917,11826.294275033131,3.6885044472211,4.24724014869094,0
6.427512442841498,25993.711405769885,7.294554070379053,6.032994877321904,0
6.109073311509666,26853.949493176107,9.064612799735334,4.881101138250652,0
5.842933080915621,19156.123132395467,6.878347938601747,4.143224936339837,0
5.345887146753815,22274.368371630822,9.72710331796349,2.9503609427959407,0
5.386307352101625,40149.316556861646,8.124231912485545,3.6625634650940575,0
9.919478425557038,16544.275591098198,7.03931085119713,4.117488039506429,0
9.418296121790158,8777.686783625666,8.456177900240938,4.604633153598903,0
7.291957039597602,21891.677158572624,7.628746941681399,4.237643894270578,0
5.608745231813571,19835.98077012696,9.34598146539764,4.644211644910143,0
5.701154644911616,41411.60170700689,5.895464025261905,3.403136416178923,0
5.412762497595831,44831.86987314956,7.0701852477538,4.091205592856339,0
5.018132384268232,29072.03812086268,10.711475410433692,4.286478967398262,0
7.025305941689352,23502.857795232936,5.239013199777052,5.989542790855565,0
5.770620969105658,16173.727092975756,6.341797302117964,4.240821477653531,0
8.437875983021623,12856.92869494354,7.40001948091398,3.815468994490743,0
5.90707826866672,41839.45644895902,7.924762106897907,4.296479908726679,0
10.252734368477768,9651.87482568678,4.338353353084402,3.2903724922745674,0
8.206499937809191,18949.97553945145,6.662948925443871,4.225120930188118,0
7.286167388039818,30879.02668435887,6.856967134399797,4.686019915871022,0
8.809296431775966,18140.59427092464,4.930380712258765,3.879053740492374,0
6.641500687280974,27867.486756939925,7.327729345294117,4.694311215541648,0
6.145148360574157,39657.27210801511,9.900159427394206,4.600885754944692,0
5.906441764582054,27296.294044952007,8.869267959996662,4.807495941814587,0
5.389845930491161,19646.23341923321,9.092721172985096,3.5776749209970067,0
5.006562979263787,27218.82197618923,11.09608644703562,3.665205612498673,0
6.503638200451563,15000.18776915127,7.641833653493535,4.963184434039489,0
8.742229881827978,9694.35489610499,6.577127953867105,2.8423931855932016,0
8.394397411757225,10603.098020510712,7.84026050655083,2.8339014301371472,0
4.301373467127349,26640.07218775072,9.242652786863514,3.067626699089017,0
8.313773604321764,11310.958312527033,5.310815229913601,4.290071516364875,0
3.41035967073924,44831.86987314956,5.667433467359569,3.721765768518896,0
7.510943342127445,17100.887433380165,5.948784613313245,3.342409053610836,0
6.978290867613598,26189.64706351588,7.27943319506844,4.931878078886141,0
7.460727220198072,25222.95600386242,7.277442761541138,3.949014617743278,0
9.049166054297842,4343.356611002731,5.780822620770183,2.8140006830459026,0
9.515140615244428,9082.816175459164,5.976549511454515,3.8128876614746607,0
7.494212046966072,29252.501111666465,5.922704259769252,5.492704955036247,0
6.624572527652799,14877.289737184625,7.079933969807632,4.333720849150268,0
6.032188902899926,32882.15594301242,6.516518927861855,3.423831621257197,0
6.344095425001865,14973.29735702295,10.707015582959428,3.8434840157795422,0
7.459144859485703,19436.503541599835,4.639115857837833,3.841052037778387,0
6.361666802587903,25833.85171330617,8.243781226930494,3.6817651139312577,0
5.7398163326022,15825.44031571446,8.110140336918443,2.7225712077897968,0
8.805177745264922,4728.650671023337,8.848262223584083,5.17620506921009,0
8.003031485090926,15007.272681730628,7.697323746237285,3.1375512055381387,0
6.42736514447551,20920.25156102137,5.527620653059023,3.568823153057529,0
6.124672270969831,27951.613070026902,8.075626885846768,3.631006709381833,0
8.45790103691031,16061.590097622857,4.142485398906173,4.914276094825079,0
5.772197393568782,27840.69421009444,7.132239772698276,3.0789858386712936,0
7.895045662146321,10465.261601336148,7.668315445257313,3.084431232538585,0
8.57673992840484,24897.28660152616,6.222626355657602,3.9161147325276127,0
5.596729817575806,44652.36387224059,6.500953108308197,3.826158190514717,0
8.145632374254966,31350.27576547941,5.507649677768669,4.307547518552997,0
6.665495068276907,25319.913867098738,4.970958566316776,3.928495392384576,0
6.499067997822331,23734.84621110288,9.009055719782308,4.355880124898533,0
9.735889387811044,10897.150288987916,6.106566875517484,5.573210318927751,0
9.268281894641785,14333.53802380583,9.070126286573686,5.255703381928599,0
6.475885398609551,16532.82882248396,10.096587966022383,4.30611297137217,0
6.297845634002767,21022.8350298754,7.258721932993848,1.8487974931046152,0
5.284096687429166,26532.73725453348,6.132545673577182,4.800963142409066,0
8.269944709732332,11889.21774723934,8.377233431257475,3.076479932155731,0
8.214099764451955,12819.87543649163,7.536023170642026,3.3818639095118863,0
8.719764331543185,30681.12025793984,7.26876508884632,2.887725422454221,0
6.492638846153852,14625.561362859704,7.736569500362128,4.667770161467155,0
7.814524320753557,17516.69936246287,7.489006437759974,2.901699555775163,0
9.652562935021928,8508.153729977339,4.945416598638363,3.192569798875329,0
7.386837696427604,29122.696996932584,8.420763302362689,4.816705216346371,0
5.497580321451809,29493.42296740954,7.60413034942968,5.060114928661615,0
6.268953336634952,24769.511393738707,6.717666040541136,4.6744959728986775,0
4.029052709937867,42327.16801603931,8.550483092447966,4.179656266918069,0
6.412707041754053,32333.84154221961,5.204084472211437,5.014144884495,0
5.548181849115771,39997.78369749367,7.027226155631311,3.945460483724316,0
7.4686170188765795,36701.97434743677,4.536412951344509,3.384178840922889,0
7.918150470853138,23823.492887703946,7.290877675600362,4.028958007331559,0
5.433242116512631,31157.11016705372,7.286392323989023,3.675717672978606,0
6.715719087979793,19966.744696524027,7.744695762882315,2.443008005777361,0
6.576845323081143,12772.095750375796,9.759897651507403,3.7713135180813815,0
6.624943599869574,16360.566298166472,9.47284496887071,3.5466963721784297,0
8.273643584335904,11120.701045500731,7.410890857875185,3.331583734603577,0
5.171434094056084,44612.75135831064,7.287925242270102,2.949431503010539,0
6.964198299767605,27408.4993324818,10.18460459991426,2.3956831824148326,0
9.04258286604996,14149.499829286711,5.325852714508289,4.348440139653611,0
5.970578907790694,19952.30947002819,7.872037771336379,5.013281168465715,0
6.273805781551276,15130.154367811052,5.112750509869737,4.5104053244440205,0
6.604007988638578,23564.57966347158,6.608205099166998,4.458966913210226,0
7.143941990149046,11553.039281308538,8.444687184831874,3.7928403073905503,0
8.11644657034648,23985.864422293933,7.513870224431929,2.934697436997308,0
7.665187780430904,22993.72935030665,5.543901316277938,2.7071291616855064,0
5.555352972792188,20503.430054601704,9.644996547731552,4.5361459144294,0
